clean_text,category
sure doesnt work there but didi unfortunately the ministry department space directly under modi have some water and cool down ,1.0
you rahul should also apologise 130 crore people india when both you and other chamchas congress call modi who country chor shame your language believe have forgotten loosing elections recently,-1.0
seem2ail frm congiphobiai said both not frm conginfact swamiji fought singlehandedly against this fly4longwhich credit usual stolen modi,-1.0
absolutely india deliberately did escape the tag modi terrorism,1.0
let not shrink modi any south constituency fine will ,1.0
air india boarding pass with modi’ photo kicks row airline withdraws india news the indian express ,0.0
can you imagine thiswhat could donehow their mentality deep rooted anti modianti hindu hatred can changedthis not against modiji aloneif they think any hindu strong enough defend muslim oppressionthey all will targeted like this ,1.0
"this happening first time history politics
modi fighting election with agenda development upliftment infrastructure transparency but look oppositionthey have only one agenda modimodimodimodi
modi nightmare for them
",1.0
five years what modi was doing its clearly seen election propergenda jai hind ,1.0
sir plz come tumkur well want send back gevegowda back hasan this time ,0.0
"conduct bjp was that prostitute not wife
why still bjp despite humiliations
did nothing for bihar pigmy infront nitish modi was ego trip minister somehow
submit yrs report card works carriedout patna ",0.0
subliminal message sent without braking election rules was former who initiated the programme just case anyone thought was idea has orbit beware think the message,0.0
"read this know
how modi govt screwed renewable energy sector today leading indian wind turbine maker the verge bankruptcy for sale ",0.0
‘modi’ speech didn’ violate electoral code’ indian prime minister narendra modi’ address the nation governmentowned radio and announce india’ successful testing its antisatellite missile march did not violate the electoral code… ,1.0
seems like your expectations are set too low anyways with such low expectations modi can good leader for you hope indian voters ask for more future ,1.0
modi not responsible give replies nonsense people tom dik and harry has give replies parliament and that too finds fit replyotherwise concerned ministers give replies parliament let others bark who cares,1.0
hope bjp voters dont nota mistake here ultimately vote modi nothing one else matter,0.0
repair and restoration water bodies successfully had good progress during modi govt2 afforestation forst also took place providing employment simply cannot done modi govtcannot provide employment people like youonly hardworking dedicated shld given ,1.0
hey bangladeshi bjp won varanasi lok sabha seat just 18000 votes 2009thats why this seat was not safe for modibut modi turned the table won margin 372000,-1.0
election tracker live modi mocked mnrega too says rahul gandhi criticism his income promise ,1.0
corruption cant removed any government can done public government can reduce which modi government has done,0.0
